date,account,type,category,amount,description
2025-08-23,AC124,Debit,Salary,3210.87,Monthly paycheck
2025-08-17,AC124,Credit,Utilities,1354.58,Utility bill
2025-08-26,AC123,Debit,Utilities,2015.32,Utility bill
2025-08-08,AC125,Debit,Food,1017.96,Lunch at cafe
2025-08-24,AC123,Credit,Rent,1910.66,Monthly rent
2025-08-31,AC125,Credit,Transport,2547.57,Taxi or bus fare
2025-08-19,AC124,Credit,Food,4081.10,Lunch at cafe
2025-08-22,AC125,Debit,Food,301.09,Lunch at cafe
2025-08-24,AC124,Debit,Food,3583.02,Lunch at cafe
2025-08-15,AC123,Debit,Utilities,2189.29,Utility bill
2025-08-02,AC123,Debit,Shopping,2304.91,Purchased items
2025-08-26,AC125,Debit,Rent,1983.09,Monthly rent
2025-08-25,AC124,Credit,Transport,3126.43,Taxi or bus fare
2025-08-12,AC125,Credit,Shopping,-1735.69,Purchased items
2025-08-25,AC124,Credit,Rent,3738.58,Monthly rent
2025-08-11,AC125,Credit,Salary,1488.52,Monthly paycheck
2025-08-19,AC125,Credit,Transport,2021.26,Taxi or bus fare
2025-08-18,AC123,Credit,Entertainment,3749.11,Movie or event
2025-08-22,AC125,Credit,Transport,4874.50,Taxi or bus fare
2025-08-24,AC124,Credit,Utilities,3658.87,Utility bill
2025-08-03,AC125,Credit,Shopping,2584.25,Purchased items
2025-08-23,AC123,Credit,Rent,4956.26,Monthly rent
2025-08-09,AC124,Debit,Entertainment,3830.23,Movie or event
2025-08-07,AC125,Credit,Utilities,881.52,Utility bill
2025-08-06,AC123,Debit,Shopping,1986.49,Purchased items
2025-08-10,AC124,Credit,Utilities,1832.41,Utility bill
2025-08-23,AC123,Credit,Rent,1832.56,Monthly rent
2025-08-09,AC124,Debit,Rent,3987.12,Monthly rent
2025-08-02,AC123,Credit,Utilities,3100.77,Utility bill
2025-08-11,AC124,Debit,Rent,944.97,Monthly rent
2025-08-22,AC125,Credit,Transport,3535.56,Taxi or bus fare
2025-08-09,AC124,Credit,Shopping,1685.84,Purchased items
2025-08-09,AC123,,Rent,390.69,Monthly rent
2025-08-24,AC123,Debit,Entertainment,2604.89,Movie or event
2025-08-24,AC124,Debit,Transport,77.61,Taxi or bus fare
2025-08-14,AC123,Credit,Transport,2154.03,Taxi or bus fare
2025-08-02,AC124,Credit,Food,1659.21,Lunch at cafe
2025-08-18,AC123,Credit,Entertainment,2340.84,Movie or event
2025-08-20,AC125,Credit,Utilities,3828.99,Utility bill
2025-08-13,AC125,Credit,Transport,294.12,Taxi or bus fare
2025-08-05,AC125,Credit,Food,3478.03,
2025-08-11,AC124,Credit,Shopping,3225.76,Purchased items
2025-08-31,AC125,Debit,Rent,4774.53,Monthly rent
2025-08-18,AC124,Debit,Salary,24.63,Monthly paycheck
2025-08-09,AC125,Credit,Salary,1243.62,Monthly paycheck
2025-08-28,AC123,Credit,Transport,2561.61,Taxi or bus fare
2025-08-06,AC125,Credit,Salary,3521.72,Monthly paycheck
2025-08-28,AC125,Debit,Utilities,1032.52,
2025-08-04,AC125,Debit,Salary,4660.27,Monthly paycheck
2025-08-24,AC124,Debit,Food,1075.92,Lunch at cafe
2025-08-26,AC125,Credit,Food,2735.19,Lunch at cafe
2025-08-03,AC124,Debit,Rent,2465.68,Monthly rent
2025-08-19,AC125,Credit,Rent,328.38,Monthly rent
2025-08-24,AC124,Credit,Shopping,1301.99,Purchased items
2025-08-10,AC123,Debit,Salary,2907.12,Monthly paycheck
2025-08-10,AC124,Credit,Rent,4682.99,Monthly rent
2025-08-02,AC123,Credit,Food,4304.89,Lunch at cafe
2025-08-04,AC123,Debit,Shopping,3787.92,Purchased items
2025-08-03,AC125,Debit,Utilities,3661.22,Utility bill
2025-08-17,AC124,Credit,Utilities,3216.38,Utility bill
2025-08-25,AC124,Credit,Shopping,934.78,Purchased items
2025-08-03,AC124,Debit,Rent,980.97,Monthly rent
2025-08-07,AC123,Credit,Rent,4212.42,Monthly rent
2025-08-18,AC124,Debit,Entertainment,500.94,Movie or event
2025-08-20,AC123,Credit,Entertainment,3286.87,Movie or event
2025-08-29,AC125,,Rent,2194.53,Monthly rent
2025-08-09,AC124,Credit,Food,2154.96,Lunch at cafe
2025-08-04,AC123,Credit,Transport,1937.63,Taxi or bus fare
2025-08-31,AC123,Debit,Entertainment,2740.65,Movie or event
2025-08-11,AC125,Credit,Salary,1756.86,Monthly paycheck
2025-08-18,AC125,Debit,Shopping,703.22,Purchased items
2025-08-13,AC124,Credit,Food,3900.77,Lunch at cafe
2025-08-11,AC123,Debit,Utilities,2717.32,Utility bill
2025-08-11,AC125,Debit,Shopping,2566.78,Purchased items
2025-08-23,AC123,Debit,Shopping,2453.22,Purchased items
2025-08-10,AC124,Debit,Shopping,997.78,Purchased items
2025-08-18,AC124,Debit,Food,1992.94,Lunch at cafe
2025-08-02,AC124,Credit,Food,1791.45,Lunch at cafe
2025-08-20,AC123,Credit,Food,-256.20,Lunch at cafe
2025-08-20,AC125,Credit,Entertainment,2718.16,Movie or event
2025-08-30,AC123,Credit,Rent,4198.68,Monthly rent
2025-08-10,AC125,Debit,Food,2651.18,Lunch at cafe
2025-08-31,AC124,Debit,Food,983.22,Lunch at cafe
2025-08-13,AC124,Debit,Transport,5002.97,Taxi or bus fare
2025-08-17,AC124,Debit,Shopping,3582.12,Purchased items
2025-08-23,AC125,Credit,Rent,1229.75,Monthly rent
2025-08-12,AC123,Credit,Rent,1010.85,Monthly rent
2025-08-04,AC125,Credit,Utilities,4888.28,Utility bill
2025-08-09,AC124,Debit,Entertainment,4119.14,Movie or event
2025-08-14,AC124,Debit,Food,4294.20,Lunch at cafe
2025-08-10,AC125,Credit,Transport,2973.51,Taxi or bus fare
2025-08-28,AC123,Debit,Shopping,2641.63,Purchased items
2025-08-21,AC125,Debit,Food,2882.85,Lunch at cafe
2025-08-15,AC124,Debit,Salary,3259.77,Monthly paycheck
2025-08-30,AC125,Debit,Rent,2367.57,Monthly rent
2025-08-14,AC125,,Salary,3932.37,Monthly paycheck
2025-08-30,AC124,Debit,Shopping,3512.62,Purchased items
2025-08-25,AC124,Debit,Salary,31.62,Monthly paycheck
2025-08-09,AC124,Credit,Food,1066.38,Lunch at cafe
2025-08-09,AC123,Credit,Salary,1431.90,Monthly paycheck
2025-08-05,AC124,Debit,Salary,1525.34,Monthly paycheck
2025-08-09,AC123,Credit,Rent,1142.17,Monthly rent
2025-08-25,AC125,Credit,Shopping,633.35,Purchased items
2025-08-27,AC124,Debit,Food,4140.36,Lunch at cafe
2025-08-26,AC124,Credit,Entertainment,4787.09,Movie or event
2025-08-19,AC125,Debit,Entertainment,129.85,Movie or event
2025-08-13,AC123,Debit,Rent,2871.30,Monthly rent
2025-08-09,AC125,Debit,Food,1829.29,Lunch at cafe
2025-08-15,AC123,,Entertainment,1418.18,Movie or event
2025-08-29,AC123,Debit,Shopping,4745.79,Purchased items
2025-08-12,AC123,Debit,Entertainment,3565.97,Movie or event
2025-08-01,AC123,Credit,Food,4243.14,Lunch at cafe
2025-08-12,AC123,Credit,Utilities,2994.49,Utility bill
2025-08-03,AC124,Credit,Transport,1288.53,Taxi or bus fare
2025-08-15,AC125,Credit,Salary,1719.46,Monthly paycheck
2025-08-14,AC124,Credit,Food,764.13,Lunch at cafe
2025-08-03,AC124,Debit,Entertainment,23.47,Movie or event
2025-08-22,AC125,Credit,Food,15.71,Lunch at cafe
2025-08-22,AC125,Debit,Transport,711.31,Taxi or bus fare
2025-08-22,AC123,Credit,Food,777.17,Lunch at cafe
2025-08-14,AC124,Credit,Shopping,2932.92,Purchased items
2025-08-31,AC123,Credit,Food,912.39,Lunch at cafe
2025-08-26,AC124,Debit,Shopping,4270.79,Purchased items
2025-08-19,AC123,Debit,Utilities,681.21,Utility bill
2025-08-08,AC125,Debit,Utilities,1423.84,Utility bill
2025-08-16,AC124,Credit,Transport,4486.77,Taxi or bus fare
2025-08-21,AC125,Debit,Salary,1069.90,Monthly paycheck
2025-08-20,AC124,Debit,Food,311.05,Lunch at cafe
2025-08-02,AC123,Credit,Transport,3738.68,Taxi or bus fare
2025-08-13,AC123,Debit,Salary,295.80,Monthly paycheck
2025-08-21,AC125,Debit,Entertainment,4777.32,Movie or event
2025-08-19,AC124,Credit,Rent,2175.79,Monthly rent
2025-08-03,AC125,Debit,Utilities,2740.64,Utility bill
2025-08-13,AC123,Debit,Rent,2521.45,Monthly rent
2025-08-03,AC123,Debit,Utilities,1787.97,Utility bill
2025-08-26,AC125,Debit,Salary,3998.00,Monthly paycheck
2025-08-15,AC123,Debit,Transport,918.70,Taxi or bus fare
2025-08-15,AC123,Debit,Utilities,97.86,Utility bill
2025-08-14,AC123,Debit,Salary,4128.51,Monthly paycheck
2025-08-18,AC123,Credit,Shopping,2053.77,Purchased items
2025-08-10,AC124,Debit,Salary,1818.41,Monthly paycheck
2025-08-13,AC124,Debit,Entertainment,3889.20,Movie or event
2025-08-20,AC123,Debit,Rent,38.49,Monthly rent
2025-08-01,AC124,Debit,Entertainment,2813.47,Movie or event
2025-08-07,AC125,Credit,Entertainment,398.51,Movie or event
2025-08-13,AC123,Debit,Entertainment,3418.34,Movie or event
2025-08-16,AC125,Credit,Entertainment,4727.36,Movie or event
2025-08-24,AC124,Debit,Entertainment,383.28,Movie or event
2025-08-07,AC123,Debit,Utilities,4813.31,Utility bill
2025-08-17,AC123,Credit,Food,646.32,Lunch at cafe
2025-08-07,AC125,Credit,Rent,3807.25,Monthly rent
2025-08-18,AC123,Credit,Utilities,2247.58,Utility bill
2025-08-08,AC124,Credit,Food,2120.83,Lunch at cafe
2025-08-13,AC123,Credit,Shopping,3302.55,Purchased items
2025-08-21,AC123,,Salary,1901.52,Monthly paycheck
2025-08-31,AC125,Debit,Food,1692.71,Lunch at cafe
2025-08-09,AC123,Debit,Transport,3650.14,Taxi or bus fare
2025-08-28,AC125,Debit,Food,4008.72,Lunch at cafe
2025-08-14,AC123,Credit,Rent,3444.56,Monthly rent
2025-08-29,AC125,Credit,Rent,2978.47,Monthly rent
2025-08-26,AC124,Debit,Salary,2482.35,Monthly paycheck
2025-08-19,AC123,Credit,Salary,2566.77,Monthly paycheck
2025-08-21,AC123,Credit,Transport,1887.79,Taxi or bus fare
2025-08-31,AC125,Credit,Salary,1623.08,Monthly paycheck
2025-08-23,AC124,Debit,Food,3110.51,Lunch at cafe
2025-08-13,AC123,Debit,Rent,3416.84,Monthly rent
2025-08-16,AC123,Debit,Food,1909.78,Lunch at cafe
2025-08-28,AC125,Debit,Food,3743.60,
2025-08-25,AC123,Debit,Transport,577.30,Taxi or bus fare
2025-08-22,AC124,Debit,Salary,1814.65,Monthly paycheck
2025-08-28,AC125,Debit,Transport,3578.53,Taxi or bus fare
2025-08-21,AC123,Credit,Shopping,2628.89,Purchased items
2025-08-22,AC123,Debit,Shopping,4754.06,Purchased items
2025-08-08,AC123,Debit,Transport,1898.32,Taxi or bus fare
2025-08-03,AC125,Credit,Salary,4592.78,Monthly paycheck
2025-08-02,AC123,Debit,Rent,1470.14,Monthly rent
2025-08-17,AC125,Credit,Entertainment,51.10,Movie or event
2025-08-02,AC124,Debit,Entertainment,1178.73,Movie or event
2025-08-30,AC124,Debit,Rent,3446.61,Monthly rent
2025-08-21,AC123,Debit,Rent,3717.93,Monthly rent
2025-08-27,AC123,Debit,Salary,364.53,Monthly paycheck
2025-08-29,AC124,Credit,Rent,2168.60,Monthly rent
2025-08-31,AC125,Debit,Entertainment,2924.55,Movie or event
2025-08-15,AC124,Debit,Rent,4654.15,Monthly rent
2025-08-22,AC123,Debit,Transport,1005.79,Taxi or bus fare
2025-08-16,AC125,Credit,Salary,1846.76,Monthly paycheck
2025-08-02,AC123,Debit,Utilities,277.40,Utility bill
2025-08-08,AC125,Credit,Rent,4296.89,Monthly rent
2025-08-10,AC124,Debit,Utilities,2132.63,Utility bill
2025-08-26,AC125,Debit,Transport,2808.75,Taxi or bus fare
2025-08-31,AC125,Debit,Shopping,1873.87,Purchased items
2025-08-27,AC124,Debit,Transport,1334.35,Taxi or bus fare
2025-08-04,AC125,Debit,Utilities,2746.41,Utility bill
2025-08-18,AC125,Credit,Salary,3108.92,Monthly paycheck
2025-08-04,AC125,Debit,Rent,4668.60,Monthly rent
2025-08-04,AC124,Credit,Transport,2000.11,Taxi or bus fare
2025-08-03,AC123,Debit,Entertainment,2755.88,Movie or event
2025-08-03,AC125,Credit,Entertainment,2293.92,Movie or event
2025-08-05,AC124,Credit,Food,1986.66,Lunch at cafe
2025-08-20,AC125,Credit,Food,1389.79,Lunch at cafe
2025-08-11,AC124,Credit,Utilities,607.33,Utility bill
2025-08-13,AC124,Credit,Rent,1127.57,Monthly rent
2025-08-05,AC125,Credit,Food,1124.38,Lunch at cafe
2025-08-11,AC124,Debit,Entertainment,4719.15,Movie or event
2025-08-12,AC124,Credit,Shopping,3981.12,Purchased items
2025-08-25,AC124,Credit,Salary,2507.14,Monthly paycheck
2025-08-20,AC125,Debit,Rent,266.63,Monthly rent
2025-08-23,AC123,Debit,Transport,1023.59,Taxi or bus fare
2025-08-07,AC124,Debit,Salary,1054.72,Monthly paycheck
2025-08-07,AC125,Debit,Shopping,1071.07,Purchased items
2025-08-30,AC125,Debit,Utilities,2220.48,Utility bill
2025-08-30,AC123,Credit,Food,1799.05,Lunch at cafe
2025-08-16,AC124,Credit,Entertainment,4832.03,Movie or event
2025-08-09,AC123,Debit,Salary,3998.05,Monthly paycheck
2025-08-11,AC125,Credit,Salary,2465.28,Monthly paycheck
2025-08-30,AC124,Credit,Salary,2084.29,Monthly paycheck
2025-08-10,AC125,Credit,Rent,3039.17,Monthly rent
2025-08-16,AC125,Credit,Food,497.53,Lunch at cafe
2025-08-16,AC123,Debit,Shopping,4019.18,Purchased items
2025-08-12,AC124,Debit,Salary,-1484.64,Monthly paycheck
2025-08-17,AC123,Credit,Transport,4439.87,Taxi or bus fare
2025-08-10,AC125,Credit,Shopping,1590.12,Purchased items
2025-08-10,AC124,Credit,Shopping,3353.98,Purchased items
2025-08-04,AC124,Debit,Rent,672.09,Monthly rent
2025-08-12,AC124,Credit,Food,4089.67,Lunch at cafe
2025-08-29,AC123,Debit,Utilities,1364.35,
2025-08-02,AC125,Credit,Utilities,274.43,Utility bill
2025-08-28,AC125,Credit,Rent,3186.22,Monthly rent
2025-08-09,AC125,Debit,Rent,3247.87,Monthly rent
2025-08-13,AC123,Debit,Salary,1725.35,Monthly paycheck
2025-08-15,AC123,Debit,Utilities,5000.38,Utility bill
2025-08-27,AC125,Debit,Salary,3080.67,Monthly paycheck
2025-08-16,AC125,Debit,Entertainment,28.70,Movie or event
2025-08-20,AC123,Credit,Transport,4439.35,Taxi or bus fare
2025-08-01,AC123,Credit,Shopping,3082.74,Purchased items
2025-08-20,AC125,Credit,Rent,4094.62,Monthly rent
2025-08-11,AC125,Debit,Food,2644.86,Lunch at cafe
2025-08-20,AC125,Debit,Food,1843.61,Lunch at cafe
2025-08-10,AC123,,Salary,4754.97,Monthly paycheck
2025-08-25,AC123,Debit,Transport,601.30,Taxi or bus fare
2025-08-26,AC124,Debit,Utilities,3847.14,Utility bill
2025-08-21,AC124,Credit,Shopping,3728.06,Purchased items
2025-08-09,AC124,Debit,Utilities,3575.60,Utility bill
2025-08-02,AC123,Debit,Utilities,1340.62,Utility bill
2025-08-21,AC125,Debit,Rent,3479.98,Monthly rent
2025-08-30,AC125,Debit,Entertainment,4666.75,Movie or event
2025-08-03,AC125,Credit,Utilities,917.01,Utility bill
2025-08-04,AC123,Debit,Shopping,4160.51,Purchased items
2025-08-31,AC124,Debit,Food,4373.71,Lunch at cafe
2025-08-02,AC125,Debit,Shopping,1140.48,Purchased items
2025-08-01,AC125,Debit,Entertainment,4909.16,Movie or event
2025-08-19,AC125,Credit,Utilities,4274.38,Utility bill
2025-08-18,AC123,Credit,Rent,4327.56,Monthly rent
2025-08-23,AC123,,Food,2492.37,Lunch at cafe
2025-08-05,AC123,Credit,Transport,4193.61,Taxi or bus fare
2025-08-29,AC124,Credit,Rent,2090.09,Monthly rent
2025-08-14,AC125,Credit,Entertainment,1677.61,Movie or event
2025-08-01,AC124,Credit,Entertainment,563.84,Movie or event
2025-08-15,AC125,Credit,Utilities,2649.74,Utility bill
2025-08-23,AC125,Debit,Food,-711.86,Lunch at cafe
2025-08-07,AC123,Debit,Entertainment,264.72,Movie or event
2025-08-08,AC123,Debit,Transport,1847.30,Taxi or bus fare
2025-08-29,AC124,Credit,Entertainment,4714.90,Movie or event
2025-08-21,AC125,Debit,Utilities,4827.69,Utility bill
2025-08-24,AC123,Debit,Entertainment,780.02,Movie or event
2025-08-08,AC123,Credit,Transport,453.33,Taxi or bus fare
2025-08-28,AC125,Credit,Transport,1366.06,Taxi or bus fare
2025-08-21,AC123,Debit,Utilities,-2560.74,Utility bill
2025-08-08,AC123,Credit,Rent,3068.39,Monthly rent
2025-08-03,AC124,Credit,Rent,3350.18,Monthly rent
2025-08-03,AC124,Credit,Utilities,1474.28,Utility bill
2025-08-30,AC125,Debit,Salary,4888.29,Monthly paycheck
2025-08-19,AC125,Credit,Utilities,92.08,Utility bill
2025-08-25,AC123,Debit,Shopping,3211.60,Purchased items
2025-08-24,AC123,,Shopping,4873.62,Purchased items
2025-08-08,AC123,Debit,Shopping,3730.52,Purchased items
2025-08-05,AC125,Credit,Utilities,4959.44,Utility bill
2025-08-27,AC125,Debit,Entertainment,370.61,Movie or event
2025-08-18,AC123,Debit,Entertainment,2526.11,Movie or event
2025-08-03,AC124,Debit,Utilities,3761.84,Utility bill
2025-08-07,AC125,Debit,Entertainment,3897.29,Movie or event
2025-08-01,AC123,Debit,Shopping,4153.64,Purchased items
2025-08-12,AC125,Credit,Entertainment,2117.97,Movie or event
2025-08-22,AC125,Debit,Entertainment,174.44,Movie or event
2025-08-02,AC124,Debit,Entertainment,3812.53,Movie or event
2025-08-27,AC123,Credit,Transport,1617.81,Taxi or bus fare
2025-08-31,AC124,Credit,Food,552.68,Lunch at cafe
2025-08-18,AC125,Credit,Salary,3342.35,Monthly paycheck
2025-08-26,AC124,Debit,Entertainment,4395.63,Movie or event
2025-08-03,AC125,Debit,Utilities,1710.80,Utility bill
2025-08-19,AC124,Debit,Entertainment,4643.16,Movie or event
2025-08-19,AC124,Debit,Utilities,1244.40,Utility bill
2025-08-02,AC125,Credit,Entertainment,4122.66,Movie or event
2025-08-25,AC125,Credit,Rent,418.15,Monthly rent
2025-08-21,AC124,Debit,Salary,4540.56,Monthly paycheck
2025-08-12,AC124,Credit,Utilities,1772.74,Utility bill
2025-08-11,AC125,Debit,Salary,1709.26,Monthly paycheck
2025-08-11,AC123,Debit,Rent,2769.05,Monthly rent
2025-08-10,AC123,Credit,Utilities,2698.07,Utility bill
2025-08-02,AC125,Credit,Utilities,60.86,Utility bill
2025-08-14,AC123,Debit,Salary,3209.19,Monthly paycheck
2025-08-29,AC123,Debit,Salary,1111.63,Monthly paycheck
2025-08-01,AC125,Credit,Salary,4729.24,Monthly paycheck
2025-08-25,AC125,Credit,Salary,3331.15,Monthly paycheck
2025-08-20,AC125,Debit,Entertainment,2257.42,Movie or event
2025-08-27,AC123,Debit,Utilities,2157.76,Utility bill
2025-08-07,AC125,Debit,Utilities,4660.80,Utility bill
2025-08-02,AC125,Credit,Shopping,762.02,Purchased items
2025-08-31,AC124,Debit,Rent,957.71,Monthly rent
2025-08-09,AC124,Debit,Rent,297.48,Monthly rent
2025-08-23,AC123,Debit,Rent,2080.00,Monthly rent
2025-08-08,AC123,Debit,Transport,874.51,Taxi or bus fare
2025-08-27,AC125,Credit,Transport,3914.77,Taxi or bus fare
2025-08-23,AC124,Debit,Salary,4682.82,Monthly paycheck
2025-08-30,AC125,Credit,Shopping,3676.60,Purchased items
2025-08-10,AC123,Credit,Utilities,3938.46,Utility bill
2025-08-06,AC123,Debit,Utilities,2910.89,Utility bill
2025-08-16,AC123,Credit,Shopping,2581.26,Purchased items
2025-08-07,AC124,Debit,Rent,1679.19,Monthly rent
2025-08-18,AC124,Credit,Rent,1898.18,Monthly rent
2025-08-04,AC125,,Salary,4727.18,Monthly paycheck
2025-08-20,AC125,Debit,Transport,2344.45,Taxi or bus fare
2025-08-19,AC124,Debit,Rent,3386.39,Monthly rent
2025-08-06,AC125,Debit,Utilities,1516.93,Utility bill
2025-08-31,AC124,Debit,Transport,2032.52,Taxi or bus fare
2025-08-12,AC125,Credit,Food,365.10,Lunch at cafe
2025-08-22,AC123,Debit,Food,3784.37,Lunch at cafe
2025-08-19,AC125,Debit,Shopping,3763.59,Purchased items
2025-08-13,AC125,Debit,Transport,3233.29,Taxi or bus fare
2025-08-26,AC123,,Utilities,2932.62,Utility bill
2025-08-30,AC124,Debit,Salary,4308.04,Monthly paycheck
2025-08-23,AC123,Debit,Utilities,4423.96,Utility bill
2025-08-25,AC124,Credit,Rent,2575.99,Monthly rent
2025-08-28,AC125,,Entertainment,2108.42,Movie or event
2025-08-11,AC123,Credit,Shopping,1306.65,Purchased items
2025-08-21,AC125,Debit,Transport,220.23,Taxi or bus fare
2025-08-01,AC125,Credit,Entertainment,573.04,Movie or event
2025-08-16,AC125,Credit,Transport,812.99,Taxi or bus fare
2025-08-13,AC123,Credit,Entertainment,1869.42,Movie or event
2025-08-25,AC125,Credit,Transport,955.90,Taxi or bus fare
2025-08-30,AC124,Credit,Shopping,-3795.96,Purchased items
2025-08-18,AC124,Debit,Food,308.66,Lunch at cafe
2025-08-26,AC124,Credit,Transport,1714.96,Taxi or bus fare
2025-08-11,AC125,Debit,Food,3465.02,Lunch at cafe
2025-08-26,AC123,Credit,Rent,3923.15,Monthly rent
2025-08-21,AC125,Debit,Rent,1440.41,Monthly rent
2025-08-26,AC124,Credit,Shopping,807.23,Purchased items
2025-08-07,AC124,Debit,Rent,4598.43,Monthly rent
2025-08-15,AC125,Debit,Food,1987.04,Lunch at cafe
2025-08-01,AC123,Credit,Utilities,1729.52,Utility bill
2025-08-06,AC124,Debit,Utilities,931.76,Utility bill
2025-08-25,AC125,Debit,Rent,1894.31,Monthly rent
2025-08-22,AC125,Credit,Utilities,804.32,Utility bill
2025-08-01,AC123,Debit,Rent,4293.41,
2025-08-02,AC124,Debit,Entertainment,3294.77,Movie or event
2025-08-04,AC124,Debit,Entertainment,1833.77,Movie or event
2025-08-07,AC124,Debit,Shopping,398.19,Purchased items
2025-08-20,AC125,Credit,Shopping,2788.99,Purchased items
2025-08-06,AC123,Credit,Food,3996.86,Lunch at cafe
2025-08-18,AC123,Debit,Rent,14.83,Monthly rent
2025-08-21,AC124,Debit,Entertainment,4602.46,Movie or event
2025-08-28,AC124,Credit,Shopping,2127.21,Purchased items
2025-08-22,AC125,Credit,Utilities,2742.22,Utility bill
2025-08-16,AC123,Credit,Shopping,324.95,Purchased items
2025-08-19,AC124,Credit,Rent,4797.18,Monthly rent
2025-08-23,AC125,,Shopping,3674.67,Purchased items
2025-08-01,AC123,Credit,Rent,4813.23,Monthly rent
2025-08-14,AC123,Debit,Shopping,2887.44,Purchased items
2025-08-03,AC123,Credit,Food,335.43,Lunch at cafe
2025-08-08,AC125,Credit,Shopping,3165.69,Purchased items
2025-08-10,AC124,Debit,Entertainment,854.16,Movie or event
2025-08-07,AC123,Debit,Salary,838.77,Monthly paycheck
2025-08-23,AC124,Debit,Utilities,3645.60,Utility bill
2025-08-21,AC124,Debit,Food,2683.49,Lunch at cafe
2025-08-06,AC123,Credit,Transport,4702.42,Taxi or bus fare
2025-08-24,AC124,Credit,Salary,274.63,Monthly paycheck
2025-08-24,AC123,Credit,Food,3428.56,Lunch at cafe
2025-08-06,AC124,Debit,Transport,741.91,Taxi or bus fare
2025-08-24,AC125,Credit,Rent,2783.55,Monthly rent
2025-08-01,AC125,Credit,Entertainment,4783.06,Movie or event
2025-08-27,AC125,Debit,Shopping,3802.11,Purchased items
2025-08-12,AC123,Credit,Shopping,1483.95,Purchased items
2025-08-16,AC123,Credit,Utilities,4664.88,Utility bill
2025-08-28,AC123,Debit,Shopping,746.31,Purchased items
2025-08-26,AC124,Debit,Salary,745.97,Monthly paycheck
2025-08-16,AC124,Credit,Utilities,374.12,Utility bill
